video_id,video_title,question_id,question,answer,difficulty
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q001,ماذا ورد في النص حول هذه الجزئيه؟,والساموزين والسامو عليكم!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q176,ماذا ورد في النص حول هذه الجزئيه؟,ما تضحكش عليا!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q177,ما الجمله المذكوره في هذا الموضع؟,ايه اللي جاب الـ47؟!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q178,كيف صيغت العباره في النص؟,خليني احكيلك القصه من الاول،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q179,ما الذي قيل في هذا السياق؟,في تاريخ اليابان.,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q180,ما النص الحرفي المذكور هنا؟,فالراجل التاني قعد يتريق علي الهديه بتاعته،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q181,ماذا ورد في النص حول هذه الجزئيه؟,اي كلام دا!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q182,ما الجمله المذكوره في هذا الموضع؟,رفع سيفه وهجم علي كيرا وجرحه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q183,كيف صيغت العباره في النص؟,كان صارم وما فيهوش تفاهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q184,ما الذي قيل في هذا السياق؟,ان هو يعمل Seppuku وينتحر، عقابا ليه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q185,ما النص الحرفي المذكور هنا؟,دا بيصادر ارضه وبيشرد رجالته.,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q186,ماذا ورد في النص حول هذه الجزئيه؟,دلوقتي، اصبحوا رونين،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q187,ما الجمله المذكوره في هذا الموضع؟,ان هما ينتقموا لسيدهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q188,كيف صيغت العباره في النص؟,ان هما يقبلوا هذا الظلم،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q189,ما الذي قيل في هذا السياق؟,لمده سنتين كاملين،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q190,ما النص الحرفي المذكور هنا؟,عشان يخدعوا جواسيس الحكومه وجواسيس كيرا،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q191,ماذا ورد في النص حول هذه الجزئيه؟,اتجمعوا وهجموا علي قصر كيرا،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q192,ما الجمله المذكوره في هذا الموضع؟,وجابوا راس كيرا لقبر سيدهم اسانو،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q193,كيف صيغت العباره في النص؟,وبيستعيدوا شرف سيدهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q194,ما الذي قيل في هذا السياق؟,اللي حكم عليهم بالموت.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q195,ما النص الحرفي المذكور هنا؟,الرجاله بتاعتنا عملت ايه.,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q196,ماذا ورد في النص حول هذه الجزئيه؟,اتدفن، يا عزيزي، مع الـ46 ساموراي، رفاقه.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q197,ما الجمله المذكوره في هذا الموضع؟,غير من اتنين.,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q198,كيف صيغت العباره في النص؟,من النينجا والسوهي.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q199,ما الذي قيل في هذا السياق؟,لم يكونوا محاربين بالمعني التقليدي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q200,ما النص الحرفي المذكور هنا؟,بيعتبرهم غير شرفاء،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q201,ماذا ورد في النص حول هذه الجزئيه؟,لازم يواجهك وجها لوجه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q202,ما الجمله المذكوره في هذا الموضع؟,ما كانش بيلبس اسود في اسود,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q203,كيف صيغت العباره في النص؟,بسيوف وشجاعه، زي الساموراي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q204,ما الذي قيل في هذا السياق؟,زي مثلا الـشوريكين، او النجوم الحديديه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q205,ما النص الحرفي المذكور هنا؟,سلاح الـماكيبيشي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q206,ماذا ورد في النص حول هذه الجزئيه؟,بتترمي علي الارض،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q207,ما الجمله المذكوره في هذا الموضع؟,تفسيلهم الكاوتشات!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q208,كيف صيغت العباره في النص؟,بيضربوها عشان يختفوا بسرعه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q209,ما الذي قيل في هذا السياق؟,اللي كان عامل صداع للساموراي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q210,ما النص الحرفي المذكور هنا؟,اللي بيقعد يتامل في الجبل دا،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q211,ماذا ورد في النص حول هذه الجزئيه؟,ومحاربين في نفس الوقت،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q212,ما الجمله المذكوره في هذا الموضع؟,حاجه محرجه جدا للساموراي عشان يقتله.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q213,كيف صيغت العباره في النص؟,ويحرق معابدهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q214,ما الذي قيل في هذا السياق؟,الموحد الاول لـاليابان، للخيانه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q215,ما النص الحرفي المذكور هنا؟,بيتولي الحكم واحد من حلفائه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q216,ماذا ورد في النص حول هذه الجزئيه؟,بيحصل صراع علي السلطه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q217,ما الجمله المذكوره في هذا الموضع؟,الي مرحله سلام واستقرار طويل،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q218,كيف صيغت العباره في النص؟,الموحد الثالث لـاليابان.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q219,ما الذي قيل في هذا السياق؟,الشوجونيه الجديده عملت نظام طبقي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q220,ما النص الحرفي المذكور هنا؟,اللي في القمه.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q221,ماذا ورد في النص حول هذه الجزئيه؟,اللي هو التاجر،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q222,ما الجمله المذكوره في هذا الموضع؟,وايلون ماسك وكدا يعني!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q223,كيف صيغت العباره في النص؟,الاقتصاد كان بسيط،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q224,ما الذي قيل في هذا السياق؟,بيقبضوا بيها مرتباتهم,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q225,ما النص الحرفي المذكور هنا؟,من الاراضي اللي تحت حمايته؟,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q226,ماذا ورد في النص حول هذه الجزئيه؟,الي نظام نقدي ونظام تجاري،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q227,ما الجمله المذكوره في هذا الموضع؟,من طبقه، زي ما شفنا، غنيه بشوالات الرز،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q228,كيف صيغت العباره في النص؟,وكل حاجه، والناس بتبصلها لفوق كداهو،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q229,ما الذي قيل في هذا السياق؟,كانوا بيعملوا ايه؟,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q230,ما النص الحرفي المذكور هنا؟,اتعرفت باسم فتره ايدو، فتره خمول،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q231,ماذا ورد في النص حول هذه الجزئيه؟,وبيشتغلوا في وظايف ابسط،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q232,ما الجمله المذكوره في هذا الموضع؟,علي لينكدان، اتصرف!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q233,كيف صيغت العباره في النص؟,اتمنعت، واستخدامها شح،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q234,ما الذي قيل في هذا السياق؟,ان البنادق دي تستخدم في اي تمرد،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q235,ما النص الحرفي المذكور هنا؟,مهارتهم القتاليه بقت زي سيوفهم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q236,ماذا ورد في النص حول هذه الجزئيه؟,يحولها الي مهاره استعراضيه، يكسب منها،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q237,ما الجمله المذكوره في هذا الموضع؟,نجيبه في المناسبات والاحتفالات!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q238,كيف صيغت العباره في النص؟,لـاليابان سنه 1854،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q239,ما الذي قيل في هذا السياق؟,الاسطول الامريكي بقياده ماثيو بيري،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q240,ما النص الحرفي المذكور هنا؟,تفتحوا موانيكم للتجاره مع العالم.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q241,ماذا ورد في النص حول هذه الجزئيه؟,انهم متاخرين قرون عن العالم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q242,ما الجمله المذكوره في هذا الموضع؟,والسيوف والسهام والشرف...,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q243,كيف صيغت العباره في النص؟,والمدافع الغربيه الحديديه!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q244,ما الذي قيل في هذا السياق؟,بيحصل انقلاب في التفكير وفي السلطه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q245,ما النص الحرفي المذكور هنا؟,انه يستعيد سطلته من الـشوجن،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q246,ماذا ورد في النص حول هذه الجزئيه؟,معروفه باسم اصلاح ميجي،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q247,ما الجمله المذكوره في هذا الموضع؟,بناء دوله حديثه وجيش نظامي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q248,كيف صيغت العباره في النص؟,زي جيوش بتاعه اوروبا كدا.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q249,ما الذي قيل في هذا السياق؟,كان لازم النظام القديم يتهد،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q250,ما النص الحرفي المذكور هنا؟,اللي احنا فرحانين بيها دي، تختفي تماما.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q251,ماذا ورد في النص حول هذه الجزئيه؟,الساموراي بيحسوا بالخيانه والاهانه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q252,ما الجمله المذكوره في هذا الموضع؟,اللي كانت بتحمي البلد دي لمده قرون،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q253,كيف صيغت العباره في النص؟,تمرد حصل سنه 1877،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q254,ما الذي قيل في هذا السياق؟,الساموراي الاخير لـتوم كروز،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q255,ما النص الحرفي المذكور هنا؟,المسلح بالمدافع والاسلحه الحديثه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q256,ماذا ورد في النص حول هذه الجزئيه؟,اللي قتلت الساموراي كطبقه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q257,ما الجمله المذكوره في هذا الموضع؟,لما احتاجوهم امتي؟,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q258,كيف صيغت العباره في النص؟,عملوا غسيل مخ جماعي للجنود،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q259,ما الذي قيل في هذا السياق؟,انه وريث الساموراي العظيم،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q260,ما النص الحرفي المذكور هنا؟,نشوف الظباط شايلين سيوف كاتانا،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q261,ماذا ورد في النص حول هذه الجزئيه؟,كان في الـكاميكازي.,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q262,ما الجمله المذكوره في هذا الموضع؟,اللي دمرت المغول زمان؟,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q263,كيف صيغت العباره في النص؟,ان هو يدي الاسم دا للطيارين الشباب،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q264,ما الذي قيل في هذا السياق؟,بنزين يكفي رحله الذهاب بس،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q265,ما النص الحرفي المذكور هنا؟,"No return, oneway ticket!",Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q266,ماذا ورد في النص حول هذه الجزئيه؟,رياح بشريه مدمره من الانفجارات،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q267,ما الجمله المذكوره في هذا الموضع؟,بس بالطيارات،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q268,كيف صيغت العباره في النص؟,بس المرادي، مش هقتل نفسي بس،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q269,ما الذي قيل في هذا السياق؟,ولا انه يتاسر عند العدو،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q270,ما النص الحرفي المذكور هنا؟,في الحرب العالميه التانيه دمويه بشكل مرعب!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q271,ماذا ورد في النص حول هذه الجزئيه؟,اليابان كانت متدمره تماما،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q272,ما الجمله المذكوره في هذا الموضع؟,هنبدا منين بعد هذا الدمار؟!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q273,كيف صيغت العباره في النص؟,انها تستدعي قيم الساموراي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q274,ما الذي قيل في هذا السياق؟,مش للحرب والموت،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q275,ما النص الحرفي المذكور هنا؟,علي اكتاف احفاد الساموراي،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q276,ماذا ورد في النص حول هذه الجزئيه؟,تحول الي ولاء للشركه والوطن،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q277,ما الجمله المذكوره في هذا الموضع؟,تحول الي تفاني في العمل واتقان الصناعه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q278,كيف صيغت العباره في النص؟,وقعوا، يا عزيزي، في غرام اسطورتهم،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q279,ما الذي قيل في هذا السياق؟,بدات تنشر سينما الساموراي في كل حته،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q280,ما النص الحرفي المذكور هنا؟,كمان الـانمي والـمانجا والـvideo games،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q281,ماذا ورد في النص حول هذه الجزئيه؟,صوره الساموراي كفارس نبيل،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q282,ما الجمله المذكوره في هذا الموضع؟,ان هما يتكلموا عنهم اكتر،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q283,كيف صيغت العباره في النص؟,لو حد استخدم الكلمه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q284,ما الذي قيل في هذا السياق؟,بس انا مش خايف، انا ساموراي.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q285,ما النص الحرفي المذكور هنا؟,في وجدان الشعب الياباني،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q286,ماذا ورد في النص حول هذه الجزئيه؟,في كل لاعب جودو او كاراتيه،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q287,ما الجمله المذكوره في هذا الموضع؟,بتعلمنا معني الصداقه والتضحيه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q288,كيف صيغت العباره في النص؟,لسه محتفظه بسيوف اجدادها،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q289,ما الذي قيل في هذا السياق؟,او في السلاح المتطور،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q290,ما النص الحرفي المذكور هنا؟,وتسيب اثر يفضل عايش بعدك.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q291,ماذا ورد في النص حول هذه الجزئيه؟,تشوف الحلقات الجايه،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q292,ما الجمله المذكوره في هذا الموضع؟,ولو احنا علي الـيوتيوب، نشترك علي القناه.,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q293,كيف صيغت العباره في النص؟,والساموزين والسامو عليكم!,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q294,ما الذي قيل في هذا السياق؟,من كل من حرمه من حلم الساموراي...,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q295,ما النص الحرفي المذكور هنا؟,السلام عليكم ورحمه الله وبركاته،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q296,ماذا ورد في النص حول هذه الجزئيه؟,من برنامج الدحيح!,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q297,ما الجمله المذكوره في هذا الموضع؟,خليني اخدك مش لمكان واحد،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q298,كيف صيغت العباره في النص؟,تعود الي عائلات ساموراي كبيره،,Medium
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q299,ما الذي قيل في هذا السياق؟,منتظرين حكم الاعدام،,Easy
3AwL93uolIA,الساموراي | الدحيح,3AwL93uolIA_Q300,ما النص الحرفي المذكور هنا؟,من حد بيحصله هذا الحكم,Medium
