video_id,video_title,question_id,question,answer,difficulty
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q001,ماذا ورد في هذا الموضع من النص؟,الوضع بقي معقد جدا بشكل استثنائي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q144,ما الذي قيل في هذا الجزء؟,لراكب القطر من الراصد الخارجي.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q145,ما النص الحرفي المذكور في هذه الفقره؟,هنلاقي ان سرعه الضوء ثابته،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q146,ماذا ورد في هذا الموضع من النص؟,الكلام العجيب دا عن الحركه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q147,ما الجمله المذكوره في هذا السياق؟,ان دا ممكن يتطبق علي الانسان،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q148,كيف صيغت العباره هنا؟,اجهزه جسمي هتشتغل ابطا؟,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q149,ما الذي قيل في هذا الجزء؟,هيدق كل دقيقه؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q150,ما النص الحرفي المذكور في هذه الفقره؟,تم اثباته باكتر من طريقه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q151,ماذا ورد في هذا الموضع من النص؟,دي جسيمات ذريه لها انواع كثيره،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q152,ما الجمله المذكوره في هذا السياق؟,اسمه الميون،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q153,كيف صيغت العباره هنا؟,لما الاشعه الكونيه بتخبط في ذرات الهوا،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q154,ما الذي قيل في هذا الجزء؟,ان هو بيقطع مئات الامتار,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q155,ما النص الحرفي المذكور في هذه الفقره؟,بنسبه 99.8% سرعه الضوء،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q156,ماذا ورد في هذا الموضع من النص؟,كل ما قربت من سرعه الضوء،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q157,ما الجمله المذكوره في هذا السياق؟,اللي قدامك دا،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q158,كيف صيغت العباره هنا؟,اد ايه الزمن تباطا.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q159,ما الذي قيل في هذا الجزء؟,بياخد منحني حاد جدا،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q160,ما النص الحرفي المذكور في هذه الفقره؟,كل ما عامل تباطؤ الزمن بقي اكبر.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q161,ماذا ورد في هذا الموضع من النص؟,"What Happens?""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q162,ما الجمله المذكوره في هذا السياق؟,هتبقي جناح هايل!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q163,كيف صيغت العباره هنا؟,هتبقي ما لانهايه، Infinity،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q164,ما الذي قيل في هذا الجزء؟,هتحتاج طاقه لانهائيه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q165,ما النص الحرفي المذكور في هذه الفقره؟,ان دا، للاسف، مش موجود في الواقع بتاعنا!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q166,ماذا ورد في هذا الموضع من النص؟,لان ما لهوش كتله،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q167,ما الجمله المذكوره في هذا السياق؟,بتاخد وقت عشان توصلنا.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q168,كيف صيغت العباره هنا؟,علي بعد 1000 سنه ضوئيه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q169,ما الذي قيل في هذا الجزء؟,انفجر في الماضي، بقاله 1000 سنه منفجر،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q170,ما النص الحرفي المذكور في هذه الفقره؟,"لو استاذ ""مفيد فوزي"" راح للضوء،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q171,ماذا ورد في هذا الموضع من النص؟,عشان توصلنا من هذا النجم؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q172,ما الجمله المذكوره في هذا السياق؟,"خدت وقت اد ايه؟""",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q173,كيف صيغت العباره هنا؟,"- ""صفر.""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q174,ما الذي قيل في هذا الجزء؟,بيروح وييجي في كل حته في نفس الوقت.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q175,ما النص الحرفي المذكور في هذه الفقره؟,- اه، زي ما سمعت كدا، لازمن.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q176,ماذا ورد في هذا الموضع من النص؟,بيبين الموضوع بالثانيه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q177,ما الجمله المذكوره في هذا السياق؟,موجود فيه النسبه لسرعه الضوء،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q178,كيف صيغت العباره هنا؟,بنسبه 0.9999 من سرعه الضوء،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q179,ما الذي قيل في هذا الجزء؟,"دقيقه علي ""الارض""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q180,ما النص الحرفي المذكور في هذه الفقره؟,"لفيت اسبوعين في الفضاء، ورجعت ""الارض""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q181,ماذا ورد في هذا الموضع من النص؟,ان الزمن بيتباطا والمسافه بتتقلص،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q182,ما الجمله المذكوره في هذا السياق؟,من كل الكلام اللي انت قلته دا؟!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q183,كيف صيغت العباره هنا؟,"من غير هذه المعلومات.""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q184,ما الذي قيل في هذا الجزء؟,موجوده في حاجات كتير جدا حوالينا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q185,ما النص الحرفي المذكور في هذه الفقره؟,Satellites بتمشي بسرعات معينه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q186,ماذا ورد في هذا الموضع من النص؟,له دور في تباطؤ الزمن.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q187,ما الجمله المذكوره في هذا السياق؟,اللي موجوده في الاقمار الصناعيه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q188,كيف صيغت العباره هنا؟,ممكن تعمل اخطاء كارثيه في تحديد المواقع،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q189,ما الذي قيل في هذا الجزء؟,في احدي حججه الشهيره لابطال الحركه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q190,ما النص الحرفي المذكور في هذه الفقره؟,السهم دا مش بيتحرك.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q191,ماذا ورد في هذا الموضع من النص؟,من شويه لقطات ثابته.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q192,ما الجمله المذكوره في هذا السياق؟,"وان كنا قضينا علي حجج ""زينون""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q193,كيف صيغت العباره هنا؟,كان ليها اثر كبير جدا علي فهمنا للحركه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q194,ما الذي قيل في هذا الجزء؟,علي ان المكان لانهائي،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q195,ما النص الحرفي المذكور في هذه الفقره؟,لحد ما تبقي فتافيت فتافيت.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q196,ماذا ورد في هذا الموضع من النص؟,بحيث الفتفوته دي تبقي اد البسكوته،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q197,ما الجمله المذكوره في هذا السياق؟,لحد ما تبقي فتافيت تاني،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q198,كيف صيغت العباره هنا؟,حلينا الموضوع دا بالتفاضل والتكامل،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q199,ما الذي قيل في هذا الجزء؟,كانوا بيعتبروا ان الاشعاع الحراري,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q200,ما النص الحرفي المذكور في هذه الفقره؟,والمستمره بانسيابيه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q201,ماذا ورد في هذا الموضع من النص؟,بكارثه الاشعه فوق البنفسجيه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q202,ما الجمله المذكوره في هذا السياق؟,"""لا يوجد طاقه مستمره.",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q203,كيف صيغت العباره هنا؟,"جه ""ثابت (بلانك) للطاقه""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q204,ما الذي قيل في هذا الجزء؟,"وثابت الجاذبيه وثابت ""بلانك""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q205,ما النص الحرفي المذكور في هذه الفقره؟,"طول ""بلانك"" وزمن ""بلانك"" وكتله ""بلانك""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q206,ماذا ورد في هذا الموضع من النص؟,"حاجه في ""بلانك""، الا وخدناها.",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q207,ما الجمله المذكوره في هذا السياق؟,هو اصغر وحده مسافه في الكون،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q208,كيف صيغت العباره هنا؟,اصغر من الصغر بكذا مره!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q209,ما الذي قيل في هذا الجزء؟,وان انت عمال تصغر،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q210,ما النص الحرفي المذكور في هذه الفقره؟,قدرت توصل لدقه قريبه من كدا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q211,ماذا ورد في هذا الموضع من النص؟,وهو الكوارك، طوله...,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q212,ما الجمله المذكوره في هذا السياق؟,عرفنا نقفشها في الطبيعه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q213,كيف صيغت العباره هنا؟,"اد المجره، طول ""بلانك"" اد النمله.",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q214,ما الذي قيل في هذا الجزء؟,ان هذه القيم صحيحه رياضيا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q215,ما النص الحرفي المذكور في هذه الفقره؟,حركتها من كتر اضطرابها بتعمل رغاوي!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q216,ماذا ورد في هذا الموضع من النص؟,"لو جينا نتكلم عن زمن ""بلانك""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q217,ما الجمله المذكوره في هذا السياق؟,"الـ""ان"" اللي اتكلم عنه ""زينون""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q218,كيف صيغت العباره هنا؟,اللي لا يمكن كسرها اكتر من كدا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q219,ما الذي قيل في هذا الجزء؟,"من زمن ""بلانك"".",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q220,ما النص الحرفي المذكور في هذه الفقره؟,الحركه كويس في ميكانيكا الكم،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q221,ماذا ورد في هذا الموضع من النص؟,"عايشين في ""فريمات""، فيلم Animation!",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q222,ما الجمله المذكوره في هذا السياق؟,للمكان والزمن اللي بعده.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q223,كيف صيغت العباره هنا؟,علي من ذره وانت نازل،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q224,ما الذي قيل في هذا الجزء؟,من تريليونات الجسيمات الكميه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q225,ما النص الحرفي المذكور في هذه الفقره؟,في اتجاه مختلف.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q226,ماذا ورد في هذا الموضع من النص؟,اللي بيبقي عباره عن كادرات ثابته،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q227,ما الجمله المذكوره في هذا السياق؟,علي المستوي الكمي.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q228,كيف صيغت العباره هنا؟,في ميكانيكا الكم،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q229,ما الذي قيل في هذا الجزء؟,ما فيش اي ازمه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q230,ما النص الحرفي المذكور في هذه الفقره؟,نظام عشوائي للحركه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q231,ماذا ورد في هذا الموضع من النص؟,هنلاقيها من بعيد ثابته،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q232,ما الجمله المذكوره في هذا السياق؟,جزيئات الميه اللي جوا الميه,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q233,كيف صيغت العباره هنا؟,الموضوع بيتحول الي حنه، فرح شعبي!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q234,ما الذي قيل في هذا الجزء؟,لحد الـInfitinity، ان شاء الله،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q235,ما النص الحرفي المذكور في هذه الفقره؟,كل جزيئات بتتحرك لفوق،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q236,ماذا ورد في هذا الموضع من النص؟,هيفلت من النص التحتاني،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q237,ما الجمله المذكوره في هذا السياق؟,اللي في الاوضه حواليك،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q238,كيف صيغت العباره هنا؟,"لان هنا يكمن الشيطان.""",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q239,ما الذي قيل في هذا الجزء؟,اكبر من عمر الكون نفسه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q240,ما النص الحرفي المذكور في هذه الفقره؟,يظل ممكن يحصل، عادي، حركه عشوائيه.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q241,ماذا ورد في هذا الموضع من النص؟,اللي هي 300 الف كيلومتر في الثانيه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q242,ما الجمله المذكوره في هذا السياق؟,حوالي 700 الف كيلومتر،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q243,كيف صيغت العباره هنا؟,خلال ثانيتين وشويه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q244,ما الذي قيل في هذا الجزء؟,مش هو دا اللي بنلاقيه بيحصل،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q245,ما النص الحرفي المذكور في هذه الفقره؟,لعدد كبير جدا جدا من التصادمات،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q246,ماذا ورد في هذا الموضع من النص؟,"ولا كانه بيلعب ""ثبت صنم""!",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q247,ما الجمله المذكوره في هذا السياق؟,بيقدر هذه الرحله تقريبا بـ5000 سنه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q248,كيف صيغت العباره هنا؟,المده ممكن توصل لـ52 الف سنه.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q249,ما الذي قيل في هذا الجزء؟,اللي كنا بنشوفها في عالم ميكانيكا الكم،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q250,ما النص الحرفي المذكور في هذه الفقره؟,عن جهل بميكانيكا الحركه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q251,ماذا ورد في هذا الموضع من النص؟,متغلغله في نسيج الطبيعه نفسها،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q252,ما الجمله المذكوره في هذا السياق؟,مش عشان احنا جاهلين،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q253,كيف صيغت العباره هنا؟,في ظاهر حركه الماده،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q254,ما الذي قيل في هذا الجزء؟,عشوائي ولا يمكن توقعه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q255,ما النص الحرفي المذكور في هذه الفقره؟,مستحيل معرفه حركه الالكترون،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q256,ماذا ورد في هذا الموضع من النص؟,مكانه وسرعته في نفس اللحظه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q257,ما الجمله المذكوره في هذا السياق؟,بنستخدم الضوء عشان نشوفه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q258,كيف صيغت العباره هنا؟,بيتزق وبيغير سرعته،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q259,ما الذي قيل في هذا الجزء؟,بتاثر علي حركه الالكترون.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q260,ما النص الحرفي المذكور في هذه الفقره؟,دي مش مشكله في الفيزيا،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q261,ماذا ورد في هذا الموضع من النص؟,ليست مشكله ادوات قياس،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q262,ما الجمله المذكوره في هذا السياق؟,ان الطبيعه Fundamentally,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q263,كيف صيغت العباره هنا؟,ما عندهوش مكان وسرعه في نفس اللحظه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q264,ما الذي قيل في هذا الجزء؟,اصبحنا جزء من اللعبه.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q265,ما النص الحرفي المذكور في هذه الفقره؟,يلا، يطلعوا Visa.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q266,ماذا ورد في هذا الموضع من النص؟,بوابه الكوانتم، بوابه رقم 6،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q267,ما الجمله المذكوره في هذا السياق؟,بتقول ان الحركه بتولد حراره؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q268,كيف صيغت العباره هنا؟,هتثبت علي الاخر،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q269,ما الذي قيل في هذا الجزء؟,"ولكن، للاسف، لا يوجد ""نوبل""!",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q270,ما النص الحرفي المذكور في هذه الفقره؟,بس اللي انت اكتشفته دا مش اكتشاف!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q271,ماذا ورد في هذا الموضع من النص؟,"""ايه دا؟! سكت! ادوله سلام.""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q272,ما الجمله المذكوره في هذا السياق؟,العوار في نظريتك.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q273,كيف صيغت العباره هنا؟,الفيزيائيين كانوا بيقولوا,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q274,ما الذي قيل في هذا الجزء؟,لدرجه حراره قريبه جدا للصفر المطلق،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q275,ما النص الحرفي المذكور في هذه الفقره؟,ما وصلوش للصفر المطلق،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q276,ماذا ورد في هذا الموضع من النص؟,"عامله زي ""احمد بدير"" كدا،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q277,ما الجمله المذكوره في هذا السياق؟,ما تجيبش سيرته!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q278,كيف صيغت العباره هنا؟,بقت عباره عن موجه احتماليه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q279,ما الذي قيل في هذا الجزء؟,احنا ما نعرفش!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q280,ما النص الحرفي المذكور في هذه الفقره؟,حوالين النواه زي الكواكب،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q281,ماذا ورد في هذا الموضع من النص؟,"بالمثل الاشهر ""قطه (شرودنجر)""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q282,ما الجمله المذكوره في هذا السياق؟,قبل بقي ما تفتح عليها الصندوق،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q283,كيف صيغت العباره هنا؟,كل الاحتمالات موجوده.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q284,ما الذي قيل في هذا الجزء؟,وصلت للخيال العلمي،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q285,ما النص الحرفي المذكور في هذه الفقره؟,انه يبقي موجود الناحيه التانيه,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q286,ماذا ورد في هذا الموضع من النص؟,"اسمها ""النفق الكمي""...",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q287,ما الجمله المذكوره في هذا السياق؟,عشان نواه الهيدروجين تندمج،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q288,كيف صيغت العباره هنا؟,ما معاكش طاقه كفايه تعديك؟,Medium
