video_id,video_title,question_id,question,answer,difficulty
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q001,ماذا ورد في هذا الموضع من النص؟,"انا ""هنا""، في خدمه سموك.",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q163,كيف صيغت العباره هنا؟,"يستدعي اولاد ""المنذر"" العشره كلهم،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q164,ما الذي قيل في هذا الجزء؟,"يمسك مكان بابا، ويقتل اخواته. هه!""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q165,ما النص الحرفي المذكور في هذه الفقره؟,"علي عرش ""الحيره""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q166,ماذا ورد في هذا الموضع من النص؟,(انترفيوهات) شخصيه،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q167,ما الجمله المذكوره في هذا السياق؟,هنقعد كل واحد ياكل بالشوكه والسكينه.,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q168,كيف صيغت العباره هنا؟,هتقولوا: اه، طبعا، ايوه، فخامتك.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q169,ما الذي قيل في هذا الجزء؟,ذاكروا كويس، واحفظوا الرد،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q170,ما النص الحرفي المذكور في هذه الفقره؟,هتحاربوا بالنيابه عني؟,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q171,ماذا ورد في هذا الموضع من النص؟,ما الراجل طيب اهو وبينصح الاخوات،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q172,ما الجمله المذكوره في هذا السياق؟,"راح لـ""النعمان"" حليفه وصاحبه،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q173,كيف صيغت العباره هنا؟,عشان كسري بيحب الرجاله العمليه الخفيفه،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q174,ما الذي قيل في هذا الجزء؟,ودايما وراهم حرب،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q175,ما النص الحرفي المذكور في هذه الفقره؟,لو اخواتك اتمردوا عليا، هتعمل ايه؟,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q176,ماذا ورد في هذا الموضع من النص؟,علي العيال اخواتي دي،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q177,ما الجمله المذكوره في هذا السياق؟,"يعجب جدا بـ""النعمان"" عن بقيه اخواته،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q178,كيف صيغت العباره هنا؟,"في حكم ""الحيره""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q179,ما الذي قيل في هذا الجزء؟,"حلفاء ""اسود بن المنذر""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q180,ما النص الحرفي المذكور في هذه الفقره؟,ما يعلمش بيها الا ربنا،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q181,ماذا ورد في هذا الموضع من النص؟,"اسمه ""عدي بن مرينا""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q182,ما الجمله المذكوره في هذا السياق؟,"بقي عنده ""منذر""، بابا،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q183,كيف صيغت العباره هنا؟,ونربي الواد دا وسطينا،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q184,ما الذي قيل في هذا الجزء؟,"امير هامشي وسط المناذره!""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q185,ما النص الحرفي المذكور في هذه الفقره؟,سلسله من الاحداث هتولع الدنيا،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q186,ماذا ورد في هذا الموضع من النص؟,"اللي ساعد في اختيار ""النعمان"".",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q187,ما الجمله المذكوره في هذا السياق؟,"هينتقم منه ازاي؟ بالحرب؟""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q188,كيف صيغت العباره هنا؟,"هنبدا نلعب عند بلاط ""النعمان""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q189,ما الذي قيل في هذا الجزء؟,"وجه دائم موجود في قصر ""الحيره""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q190,ما النص الحرفي المذكور في هذه الفقره؟,"علي الملك ""النعمان"" وحاشيته،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q191,ماذا ورد في هذا الموضع من النص؟,وساعده في اي حاجه هو محتاجها،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q192,ما الجمله المذكوره في هذا السياق؟,عينينا، خد سلاح.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q193,كيف صيغت العباره هنا؟,يعمل Conspiracy، مؤامره،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q194,ما الذي قيل في هذا الجزء؟,"و""عدي بن زيد"".",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q195,ما النص الحرفي المذكور في هذه الفقره؟,"ازاي بدا ""ابن مرينا""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q196,ماذا ورد في هذا الموضع من النص؟,"""عدي بن زيد"" عند ""النعمان""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q197,ما الجمله المذكوره في هذا السياق؟,"""بس الراجل كدا فيه شويه مكر وخديعه،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q198,كيف صيغت العباره هنا؟,"ظبط مع رجالته في بلاط ""النعمان""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q199,ما الذي قيل في هذا الجزء؟,ان هو اللي مسك الملك (النعمان) علي (الحيره).,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q200,ما النص الحرفي المذكور في هذه الفقره؟,انا اللي جبت (النعمان)، انا اللي عملته،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q201,ماذا ورد في هذا الموضع من النص؟,من ناحيه علي الملك،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q202,ما الجمله المذكوره في هذا السياق؟,ويدلع فيه وياخده معاه رحلات،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q203,كيف صيغت العباره هنا؟,"ما بيدخلش اوي علي ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q204,ما الذي قيل في هذا الجزء؟,في الامتحان قدام كسري،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q205,ما النص الحرفي المذكور في هذه الفقره؟,ان كل الاعيبه دي مش شغاله،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q206,ماذا ورد في هذا الموضع من النص؟,التوقيع بين اتنين، التدليس،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q207,ما الجمله المذكوره في هذا السياق؟,"فيها توقيع ""عدي بن زيد"" بيشتم الملك،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q208,كيف صيغت العباره هنا؟,عشان يشوف شتيمته بعينيه.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q209,ما الذي قيل في هذا الجزء؟,"في قلب ""النعمان"" تجاه ""عدي"".",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q210,ما النص الحرفي المذكور في هذه الفقره؟,"بعت يستدعي ""عدي بن زيد""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q211,ماذا ورد في هذا الموضع من النص؟,برساله تبدو بريئه،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q212,ما الجمله المذكوره في هذا السياق؟,"ما تيجي نطلع رحله صيد سوا زي زمان.""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q213,كيف صيغت العباره هنا؟,ما كانش عارف ان هو راح للمصيده!,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q214,ما الذي قيل في هذا الجزء؟,"وبيترمي في السجن باوامر من ""النعمان""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q215,ما النص الحرفي المذكور في هذه الفقره؟,"بدا ""عدي"" يبعت رسايل",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q216,ماذا ورد في هذا الموضع من النص؟,"""ابن مرينا"" كان اتمكن من ""النعمان""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q217,ما الجمله المذكوره في هذا السياق؟,يبعت بيها رساله استغاثه،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q218,كيف صيغت العباره هنا؟,علي كسري يستنجد بيه،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q219,ما الذي قيل في هذا الجزء؟,"مع اخو ""عدي"".",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q220,ما النص الحرفي المذكور في هذه الفقره؟,"وطلع جري علي ""الحيره""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q221,ماذا ورد في هذا الموضع من النص؟,"ما بيقومش رايح لـ""النعمان"" علي طول،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q222,ما الجمله المذكوره في هذا السياق؟,اللي اول ما شافوا الختم الامبراطوري،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q223,كيف صيغت العباره هنا؟,وراحوا اوام مدخلينه زياره لاخوه،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q224,ما الذي قيل في هذا الجزء؟,قام مبشر اخوه وقام قايله:,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q225,ما النص الحرفي المذكور في هذه الفقره؟,"قضي وقت كبير جدا مع ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q226,ماذا ورد في هذا الموضع من النص؟,انه يفضل قاعد معاه في الزنزانه،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q227,ما الجمله المذكوره في هذا السياق؟,لو سيبتني لوحدي،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q228,كيف صيغت العباره هنا؟,قبل ما يوصله المرسوم.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q229,ما الذي قيل في هذا الجزء؟,"""ايه دا؟! ايه دا؟! انت قتلت الراجل؟!""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q230,ما النص الحرفي المذكور في هذه الفقره؟,كنت انا قتلته وخلصت للاسف!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q231,ماذا ورد في هذا الموضع من النص؟,"نعوض في اللي بعده.""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q232,ما الجمله المذكوره في هذا السياق؟,"ان الاخ  طمن ""عدي""، قام قايله: ""ما تخافش،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q233,كيف صيغت العباره هنا؟,وبالفعل، بيروح القصر،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q234,ما الذي قيل في هذا الجزء؟,"""شفت انا كان عندي حق ازاي؟""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q235,ما النص الحرفي المذكور في هذه الفقره؟,"بيدخل علي ""النعمان"" في قصره ويوريه الجواب،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q236,ماذا ورد في هذا الموضع من النص؟,"""ازاي؟! انا كنت لسه معاه الصبح!",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q237,ما الجمله المذكوره في هذا السياق؟,"""النعمان"" قام مسك عليه غلطه،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q238,كيف صيغت العباره هنا؟,كان ممكن تنقذ اخوك!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q239,ما الذي قيل في هذا الجزء؟,ان انت رحت لاخوك علي السجن,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q240,ما النص الحرفي المذكور في هذه الفقره؟,"ان هو يلجم اخو ""عدي""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q241,ماذا ورد في هذا الموضع من النص؟,"اخو ""عدي"" بيرجع لـ""فارس""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q242,ما الجمله المذكوره في هذا السياق؟,"اد ايه ""عدي"" يبدو انه اتظلم،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q243,كيف صيغت العباره هنا؟,من الراجل (ابن مرينا) دا!,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q244,ما الذي قيل في هذا الجزء؟,وانه سلم ودنه للناس،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q245,ما النص الحرفي المذكور في هذه الفقره؟,"من اولاد ""عدي بن زيد""، اسمه ""زيد""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q246,ماذا ورد في هذا الموضع من النص؟,واستخدام القوس والرمح،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q247,ما الجمله المذكوره في هذا السياق؟,بدا يحب الولد ويهتم بيه اكتر،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q248,كيف صيغت العباره هنا؟,"""الولد دا ممكن جدا، سهل، يسد مكان ابوه،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q249,ما الذي قيل في هذا الجزء؟,عمل معاه زمان،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q250,ما النص الحرفي المذكور في هذه الفقره؟,في خدمه كسري،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q251,ماذا ورد في هذا الموضع من النص؟,وفي الترقي العسكري قوي، قوي قوي!,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q252,ما الجمله المذكوره في هذا السياق؟,"ووصي عليا كسري.""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q253,كيف صيغت العباره هنا؟,"كان تحت رعايه ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q254,ما الذي قيل في هذا الجزء؟,"ان ""(مستر نعمان) دا مش بيعمل فيا لله وللوطن،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q255,ما النص الحرفي المذكور في هذه الفقره؟,واتوسط له عند كسري.,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q256,ماذا ورد في هذا الموضع من النص؟,ويدخل في يوم من الايام علي كسري،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q257,ما الجمله المذكوره في هذا السياق؟,كان وقتها بيحط الموازنه العامه للامبراطوريه،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q258,كيف صيغت العباره هنا؟,كان عايز يتجوز.,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q259,ما الذي قيل في هذا الجزء؟,كتيب ملكي متوارث,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q260,ما النص الحرفي المذكور في هذه الفقره؟,للصفات في الكتيب،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q261,ماذا ورد في هذا الموضع من النص؟,"بيؤمر بكتابه رساله لـ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q262,ما الجمله المذكوره في هذا السياق؟,وبعت معاه واحد من مساعديه،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q263,كيف صيغت العباره هنا؟,"واضح ان هما هيتجوزوا، ويوحدوا القطرين.""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q264,ما الذي قيل في هذا الجزء؟,"هتبقي بمثابه قتل دوق ""النمسا""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q265,ما النص الحرفي المذكور في هذه الفقره؟,"بين امبراطوريه ""فارس"" والعرب،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q266,ماذا ورد في هذا الموضع من النص؟,"حرب ""ذي قار"".",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q267,ما الجمله المذكوره في هذا السياق؟,"في حضره ""النعمان""،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q268,كيف صيغت العباره هنا؟,زوجه من عندكم، من اهلكم،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q269,ما الذي قيل في هذا الجزء؟,"المواصفات التاليه في هذه الورقه.""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q270,ما النص الحرفي المذكور في هذه الفقره؟,"في كتاب ""ايام العرب في الجاهليه""،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q271,ماذا ورد في هذا الموضع من النص؟,وبيسرد علينا كل احلام كسري،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q272,ما الجمله المذكوره في هذا السياق؟,لاني اقسم بالله ما اعرف!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q273,كيف صيغت العباره هنا؟,مش هتعرف انها ضخمه المشاش!,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q274,ما الذي قيل في هذا الجزء؟,يقرا القايمه المنيله بـ60 نيله دي،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q275,ما النص الحرفي المذكور في هذه الفقره؟,Objectification للمراه،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q276,ماذا ورد في هذا الموضع من النص؟,"""النعمان"" بيرد بعصبيه وبيقول...",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q277,ما الجمله المذكوره في هذا السياق؟,وجميلات السينما الايرانيه،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q278,كيف صيغت العباره هنا؟,ما شافش بنت بالمواصفات دي؟!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q279,ما الذي قيل في هذا الجزء؟,"لـ""زيد"" ان هو يضرب ضربته،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q280,ما النص الحرفي المذكور في هذه الفقره؟,بيتكلم عربي نص نص،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q281,ماذا ورد في هذا الموضع من النص؟,"يعني ""البقر"".",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q282,ما الجمله المذكوره في هذا السياق؟,"زي ما ""زيد"" كان عايزه يفهمه بالظبط،",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q283,كيف صيغت العباره هنا؟,ان كسري يتجوز من عنده.,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q284,ما الذي قيل في هذا الجزء؟,بقره في الزريبه اللي عنده،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q285,ما النص الحرفي المذكور في هذه الفقره؟,"وجاي يتجوز عند ""النعمان""؟!",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q286,ماذا ورد في هذا الموضع من النص؟,الواد دا بيلبخ، انا عارف!,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q287,ما الجمله المذكوره في هذا السياق؟,اللي اتربي في قصره،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q288,كيف صيغت العباره هنا؟,"دا انت جيتلي! دا انت سلمتني نفسك!""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q289,ما الذي قيل في هذا الجزء؟,ومعاه المرافق الفارسي لكسري،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q290,ما النص الحرفي المذكور في هذه الفقره؟,"يحب يحكي الاحداث، لاني مش فاكر اوي، اتفضل.""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q291,ماذا ورد في هذا الموضع من النص؟,"وجاي يبص علي اللي عندنا؟!""",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q292,ما الجمله المذكوره في هذا السياق؟,دا اللي بيثير خوفي من التاريخ،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q293,كيف صيغت العباره هنا؟,شويه Ego واعتزاز بالذات وغرور،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q294,ما الذي قيل في هذا الجزء؟,شويه Empathy اد كداهو،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q295,ما النص الحرفي المذكور في هذه الفقره؟,الناس اللي قدامنا بتفكر ازاي،,Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q296,ماذا ورد في هذا الموضع من النص؟,كسري في عمليته الانتقاميه،,Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q297,ما الجمله المذكوره في هذا السياق؟,"عشان يحسس ""النعمان"" بالامان،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q298,كيف صيغت العباره هنا؟,"والجواز قسمه ونصيب، عادي يعني.""",Medium
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q299,ما الذي قيل في هذا الجزء؟,"الا ان ""النعمان"" كان فهم اللي فيها،",Easy
DbuoaakWh7g,معركة ذي قار | الدحيح,DbuoaakWh7g_Q300,ما النص الحرفي المذكور في هذه الفقره؟,اللي في المستقبل دي ولا ايه؟!,Medium
