video_id,video_title,question_id,question,answer,difficulty
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q001,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q160,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q161,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q162,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q163,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q164,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q165,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q166,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q167,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q168,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q169,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q170,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q171,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q172,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q173,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q174,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q175,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q176,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q177,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q178,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q179,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q180,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q181,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q182,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q183,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q184,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q185,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q186,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q187,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q188,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q189,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q190,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q191,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q192,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q193,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q194,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q195,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q196,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q197,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q198,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q199,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q200,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q201,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q202,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q203,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q204,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q205,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q206,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q207,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q208,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q209,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q210,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q211,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q212,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q213,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q214,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q215,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q216,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q217,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q218,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q219,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q220,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q221,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q222,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q223,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q224,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q225,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q226,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q227,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q228,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q229,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q230,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q231,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q232,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q233,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q234,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q235,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q236,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q237,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q238,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q239,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q240,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q241,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q242,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q243,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q244,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q245,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q246,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q247,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q248,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q249,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q250,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q251,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q252,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q253,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q254,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q255,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q256,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q257,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q258,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q259,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q260,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q261,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q262,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q263,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q264,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q265,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q266,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q267,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q268,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q269,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q270,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q271,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q272,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q273,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q274,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q275,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q276,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q277,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q278,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q279,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q280,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q281,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q282,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q283,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q284,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q285,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q286,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q287,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q288,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q289,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q290,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q291,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q292,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q293,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q294,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q295,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q296,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q297,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q298,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q299,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q300,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
