video_id,video_title,question_id,question,answer,difficulty
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q001,ماذا ورد في هذا الموضع من النص؟,يا سلام! وايه بقي اللي حصل؟,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q159,ما الذي قيل في هذا الجزء؟,وباين عليه الاراهق،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q160,ما النص الحرفي المذكور في هذه الفقره؟,خلي ملايين الامريكان يحسموا اختيارهم،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q161,ماذا ورد في هذا الموضع من النص؟,كانت قبل الانتخابات باسبوعين،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q162,ما الجمله المذكوره في هذا السياق؟,من غير تهمه حقيقيه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q163,كيف صيغت العباره هنا؟,وبيقولوله انت عملت خرق لشروط الافراج،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q164,ما الذي قيل في هذا الجزء؟,مش تروح تخربها في المرور!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q165,ما النص الحرفي المذكور في هذه الفقره؟,راح حاكم عليه بـ4 شهور سجن،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q166,ماذا ورد في هذا الموضع من النص؟,خرجت عشان تطلب المساعده،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q167,ما الجمله المذكوره في هذا السياق؟,لـمارتن لوثر كينج.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q168,كيف صيغت العباره هنا؟,قرر انه ياخد موقف ايجابي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q169,ما الذي قيل في هذا الجزء؟,من وضعك ووضع الدكتور كينج، جوزك.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q170,ما النص الحرفي المذكور في هذه الفقره؟,ويساعد مارتن لوثر كينج،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q171,ماذا ورد في هذا الموضع من النص؟,وشكرا يا عم جون كينيدي.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q172,ما الجمله المذكوره في هذا السياق؟,بيصوتوا لـجون اف. كينيدي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q173,كيف صيغت العباره هنا؟,علي اللي بيحصل في الينوي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q174,ما الذي قيل في هذا الجزء؟,اللي كان ناوي يدي صوته لـنيكسون،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q175,ما النص الحرفي المذكور في هذه الفقره؟,والان اعرف من هو رئيسي.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q176,ماذا ورد في هذا الموضع من النص؟,اعترف بعدها بسنتين،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q177,ما الجمله المذكوره في هذا السياق؟,ان هما يغيروا نتيجه الانتخابات.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q178,كيف صيغت العباره هنا؟,تعرف باسم الافاق الجديده،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q179,ما الذي قيل في هذا الجزء؟,كانوا اختبارات شديده الصعوبه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q180,ما النص الحرفي المذكور في هذه الفقره؟,كانت ازمه خليج الخنازير سنه 1961،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q181,ماذا ورد في هذا الموضع من النص؟,انها تخش كوبا وتسقط كاسترو،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q182,ما الجمله المذكوره في هذا السياق؟,شويه قلق داخلي، وهوبا، هيطير!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q183,كيف صيغت العباره هنا؟,وتحولت الي فضيحه كامله،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q184,ما الذي قيل في هذا الجزء؟,وكينيدي طلع يعترف بالفضيحه قدام العالم،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q185,ما النص الحرفي المذكور في هذه الفقره؟,متعلم الدرس كويس،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q186,ماذا ورد في هذا الموضع من النص؟,مش هشتريه اوي!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q187,ما الجمله المذكوره في هذا السياق؟,كان في قمه فيينا 1961،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q188,كيف صيغت العباره هنا؟,الزعيم السوفييتي نيكيتا خورتشوف،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q189,ما الذي قيل في هذا الجزء؟,الراجل دا كان قاعد جنب ستالين،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q190,ما النص الحرفي المذكور في هذه الفقره؟,حاسس ان هو شاب، لا مؤاخذه، طري،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q191,ماذا ورد في هذا الموضع من النص؟,من غير ما اقولك، يا لا، انا ما اعرفكش!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q192,ما الجمله المذكوره في هذا السياق؟,نيكيتا هيختبر كينيدي اختبار تاني،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q193,كيف صيغت العباره هنا؟,في المشروع،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q194,ما الذي قيل في هذا الجزء؟,للسلاح النووي كسلاح مهدد،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q195,ما النص الحرفي المذكور في هذه الفقره؟,علي استراتيجيات مرنه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q196,ماذا ورد في هذا الموضع من النص؟,كينيدي بيوجه انذار صريح،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q197,ما الجمله المذكوره في هذا السياق؟,ان هو هيسحب الصواريخ،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q198,كيف صيغت العباره هنا؟,صواريخكم الامريكيه من تركيا.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q199,ما الذي قيل في هذا الجزء؟,مش بتهدد الامن القومي لـحلوان!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q200,ما النص الحرفي المذكور في هذه الفقره؟,حلق علي الوضع الاقليمي!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q201,ماذا ورد في هذا الموضع من النص؟,كينيدي بيقوله انا موافق.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q202,ما الجمله المذكوره في هذا السياق؟,يعني، عشان احنا دوله ديمقراطيه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q203,كيف صيغت العباره هنا؟,مش هنقول in public ان دا حصل.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q204,ما الذي قيل في هذا الجزء؟,علي حافه الفناء النووي، بتنتهي الازمه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q205,ما النص الحرفي المذكور في هذه الفقره؟,حول الازمه دي لصالحه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q206,ماذا ورد في هذا الموضع من النص؟,هو اللي انقذ هذا الكوكب.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q207,ما الجمله المذكوره في هذا السياق؟,في ان تطفي الحرب البارده،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q208,كيف صيغت العباره هنا؟,اللي والعه في المطبخ عندك جوا؟!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q209,ما الذي قيل في هذا الجزء؟,ان هما علي الاقل ساهموا بشكل كبير,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q210,ما النص الحرفي المذكور في هذه الفقره؟,الجنوبيين اللي ممكن يبقوا عنصريين شويه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q211,ماذا ورد في هذا الموضع من النص؟,مش كسبان طرف للاخر!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q212,ما الجمله المذكوره في هذا السياق؟,في خطوات صغيره،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q213,كيف صيغت العباره هنا؟,بـقلعه العنصريه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q214,ما الذي قيل في هذا الجزء؟,كان لقبها bombingham!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q215,ما النص الحرفي المذكور في هذه الفقره؟,يقود معركه في قلب هذه القلعه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q216,ماذا ورد في هذا الموضع من النص؟,ان لو العداله اتحققت في المكان دا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q217,ما الجمله المذكوره في هذا السياق؟,وشها الحقيقي امام الكاميرات.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q218,كيف صيغت العباره هنا؟,لحد ما بنوصل لـ3 مايو 1963،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q219,ما الذي قيل في هذا الجزء؟,خراطيم ميه قويه جدا علي الناس،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q220,ما النص الحرفي المذكور في هذه الفقره؟,يطيروا في الهوا!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q221,ماذا ورد في هذا الموضع من النص؟,بتتجمع حواليه وتنهش في لحمه!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q222,ما الجمله المذكوره في هذا السياق؟,وهو ثابت تماما،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q223,كيف صيغت العباره هنا؟,فاتح بقه ناحيه بطنه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q224,ما الذي قيل في هذا الجزء؟,في الصفحه الاولي لـالنيويورك تايمز،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q225,ما النص الحرفي المذكور في هذه الفقره؟,ان الصوره دي توجع امريكا اكتر من اي حرب!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q226,ماذا ورد في هذا الموضع من النص؟,السكوت لم يعد اختيار.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q227,ما الجمله المذكوره في هذا السياق؟,او يبعت لولاده لاحسن مدرسه ممكنه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q228,كيف صيغت العباره هنا؟,جون لويس، هيخرج ويقول...,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q229,ما الذي قيل في هذا الجزء؟,عن مشروع قانون شامل للحقوق المدنيه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q230,ما النص الحرفي المذكور في هذه الفقره؟,ما فيش فصل بين البيض والسود،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q231,ماذا ورد في هذا الموضع من النص؟,عشان تقدر تلاحق الجرايم العنصريه.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q232,ما الجمله المذكوره في هذا السياق؟,ان كينيدي كان اول رئيس امريكي,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q233,كيف صيغت العباره هنا؟,كان ابراهام لينكولن،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q234,ما الذي قيل في هذا الجزء؟,رد العنصريين كان شديد القسوه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q235,ما النص الحرفي المذكور في هذه الفقره؟,بيتقتل قدام بيته!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q236,ماذا ورد في هذا الموضع من النص؟,من اكبر مسيرات المساواه في التاريخ،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q237,ما الجمله المذكوره في هذا السياق؟,مارتن لوثر كينج بيقول خطابه الاشهر،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q238,كيف صيغت العباره هنا؟,بتنفجر كنيسه في برمنجهام،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q239,ما الذي قيل في هذا الجزء؟,بتشوف وشها الحقيقي لاول مره،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q240,ما النص الحرفي المذكور في هذه الفقره؟,ولسنا بلد الحريات،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q241,ماذا ورد في هذا الموضع من النص؟,لمجرد ان هناك تغييرات حقيقيه بتحصل!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q242,ما الجمله المذكوره في هذا السياق؟,صعب جدا ان حرب نوويه ما تحصلش فيه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q243,كيف صيغت العباره هنا؟,ولكنه لسه مش عارف ينقذ بلده!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q244,ما الذي قيل في هذا الجزء؟,هو فتره الطموح والثروه في امريكا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q245,ما النص الحرفي المذكور في هذه الفقره؟,والناحيه التانيه بقي، الثوره،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q246,ماذا ورد في هذا الموضع من النص؟,عاش في 22 بيت وهو طفل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q247,ما الجمله المذكوره في هذا السياق؟,وعنده طاقه غضب كبيره جدا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q248,كيف صيغت العباره هنا؟,بسمات انفصاميه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q249,ما الذي قيل في هذا الجزء؟,عايش في عالم خيالي خاص بيه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q250,ما النص الحرفي المذكور في هذه الفقره؟,ورجعته تاني للحياه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q251,ماذا ورد في هذا الموضع من النص؟,يقولهم انا عايز ابقي معاكم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q252,ما الجمله المذكوره في هذا السياق؟,اللي بتفسر الفقر والنبذ اللي انا عايش فيهم!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q253,كيف صيغت العباره هنا؟,لمكان جديد، وهو الـمارينز.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q254,ما الذي قيل في هذا الجزء؟,بيضرب نفسه بالنار في دراعه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q255,ما النص الحرفي المذكور في هذه الفقره؟,عشان يوقف قرار نقل كان طلعله،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q256,ماذا ورد في هذا الموضع من النص؟,مش عايز يروح الفلبين؟,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q257,ما الجمله المذكوره في هذا السياق؟,دا ممكن يموت نفسه.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q258,كيف صيغت العباره هنا؟,شافوه شخص غريب الاطوار،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q259,ما الذي قيل في هذا الجزء؟,بيحيي العلم معانا اه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q260,ما النص الحرفي المذكور في هذه الفقره؟,وبيقرا لـكارل ماركس!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q261,ماذا ورد في هذا الموضع من النص؟,انه محب للشيوعيه! شيوعي!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q262,ما الجمله المذكوره في هذا السياق؟,زي ما دخله بالظبط،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q263,كيف صيغت العباره هنا؟,ان هو هيسيب امريكا كلها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q264,ما الذي قيل في هذا الجزء؟,الاتحاد السوفييتي.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q265,ما النص الحرفي المذكور في هذه الفقره؟,وراح موسكو،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q266,ماذا ورد في هذا الموضع من النص؟,في الجيش الامريكي وعنده افكار!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q267,ما الجمله المذكوره في هذا السياق؟,وقالهم انا عايز اشتغل معاكم.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q268,كيف صيغت العباره هنا؟,حد عايز يشتغل معانا!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q269,ما الذي قيل في هذا الجزء؟,في حمام الفندق اللي نازل فيه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q270,ما النص الحرفي المذكور في هذه الفقره؟,نموذج للـبروباجندا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q271,ماذا ورد في هذا الموضع من النص؟,الي جنه الشيوعيه.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q272,ما الجمله المذكوره في هذا السياق؟,الراجل الشرير، اللي احنا ثرنا عليه؟,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q273,كيف صيغت العباره هنا؟,في الارشيف عندنا، بنحترمه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q274,ما الذي قيل في هذا الجزء؟,ولو جه متاخر، بنخصمله!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q275,ما النص الحرفي المذكور في هذه الفقره؟,ارجع شوف هذه الحلقه، بحبها جدا!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q276,ماذا ورد في هذا الموضع من النص؟,اسمها الامبرطوار الاخير،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q277,ما الجمله المذكوره في هذا السياق؟,ان بعد شهور، اوزوالد بيكتب في مذكراته,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q278,كيف صيغت العباره هنا؟,لو كانت ظبطت weekend حلو، كانت كملت!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q279,ما الذي قيل في هذا الجزء؟,حطوا دي في الخطه اللي بعد كدا، ان شاء الله!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q280,ما النص الحرفي المذكور في هذه الفقره؟,ان شاء الله، شويه ترفيه!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q281,ماذا ورد في هذا الموضع من النص؟,جواكت ازرق في احمر،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q282,ما الجمله المذكوره في هذا السياق؟,في الاتحاد السوفييتي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q283,كيف صيغت العباره هنا؟,كان كسول وغير ملتزم تماما،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q284,ما الذي قيل في هذا الجزء؟,الـHomesickness كان تاعبه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q285,ما النص الحرفي المذكور في هذه الفقره؟,قاعد بيسمع اذاعه صوت امريكا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q286,ماذا ورد في هذا الموضع من النص؟,زي ما انت عارف من الافلام كدا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q287,ما الجمله المذكوره في هذا السياق؟,علي كل حاجه في هذا الوقت،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q288,كيف صيغت العباره هنا؟,اللي كانت بتحصل للمواطنين السوفييتيين،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q289,ما الذي قيل في هذا الجزء؟,في الجيش الامريكي!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q290,ما النص الحرفي المذكور في هذه الفقره؟,الراجل دا طول الوقت وفي كل حركه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q291,ماذا ورد في هذا الموضع من النص؟,من فتحه معموله في حيطه جوا شقته.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q292,ما الجمله المذكوره في هذا السياق؟,مارينا بروساكوفا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q293,كيف صيغت العباره هنا؟,وبعدها بشهور، بيخلفوا.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q294,ما الذي قيل في هذا الجزء؟,بقت اصعب بكتير من حياته قبل الجواز،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q295,ما النص الحرفي المذكور في هذه الفقره؟,بنلاقي الراجل بيكتب في يومياته,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q296,ماذا ورد في هذا الموضع من النص؟,بيرجع مع زوجته السوفييتيه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q297,ما الجمله المذكوره في هذا السياق؟,وبنلبس جينز، وبنشرب مشروبات غازيه!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q298,كيف صيغت العباره هنا؟,يا اما يسيب الشغل بمزاجه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q299,ما الذي قيل في هذا الجزء؟,في الاتحاد السوفييتي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q300,ما النص الحرفي المذكور في هذه الفقره؟,ان هي تسلفه فلوس يرجع بيها،,Medium
