video_id,video_title,question_id,question,answer,difficulty
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q001,ماذا ورد في هذا الموضع من النص؟,- صرح كبير،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q168,كيف صيغت العباره هنا؟,ضد الاستعمار الانجليزي،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q169,ما الذي قيل في هذا الجزء؟,كان عكس اجداده الاقويا،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q170,ما النص الحرفي المذكور في هذه الفقره؟,بيحكم بالاسم بس،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q171,ماذا ورد في هذا الموضع من النص؟,تحت سيطره الاستعمار البريطاني!,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q172,ما الجمله المذكوره في هذا السياق؟,اللي مجدها حاضر في كل المعمار حواليهم،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q173,كيف صيغت العباره هنا؟,"رمز لـ""الهند"" القويه القديمه،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q174,ما الذي قيل في هذا الجزء؟,وبيتاخد بسلاسل للمحاكمه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q175,ما النص الحرفي المذكور في هذه الفقره؟,بيقول وقتها جملته الشهيره...,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q176,ماذا ورد في هذا الموضع من النص؟,"بيتم نفي ""بهادر شاه"" الي ""ميانمار""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q177,ما الجمله المذكوره في هذا السياق؟,"سواء في ""الهند"" او في ""بريطانيا""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q178,كيف صيغت العباره هنا؟,كان اول سلطان مغولي يتصور بالكاميرا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q179,ما الذي قيل في هذا الجزء؟,"اخر اباطره المغول المسلمين في ""الهند""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q180,ما النص الحرفي المذكور في هذه الفقره؟,"كان ""تاج محل""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q181,ماذا ورد في هذا الموضع من النص؟,"زي ما تقول كدا، بتعكس حال ""الهند"" نفسها،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q182,ما الجمله المذكوره في هذا السياق؟,لدوله حديثه، Modern State.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q183,كيف صيغت العباره هنا؟,لاول مره في تاريخه يكون في خطر،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q184,ما الذي قيل في هذا الجزء؟,اتبني في ظل وجود امبراطوريه متسامحه دينيا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q185,ما النص الحرفي المذكور في هذه الفقره؟,ضد المعالم والاثار الاسلاميه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q186,ماذا ورد في هذا الموضع من النص؟,"وهذا الاحتلال هو الاحتلال المغولي!""",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q187,ما الجمله المذكوره في هذا السياق؟,ما بيشوفوش عماره بديعه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q188,كيف صيغت العباره هنا؟,وانه لازم يتمحي!,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q189,ما الذي قيل في هذا الجزء؟,علي بعض المباني اللي حواليه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q190,ما النص الحرفي المذكور في هذه الفقره؟,الحملات دي رجعت للحياه وبقوه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q191,ماذا ورد في هذا الموضع من النص؟,"ان ""تاج محل"" نفسه اتحط علي هذه القائمه،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q192,ما الجمله المذكوره في هذا السياق؟,ان القصه اعمق من كدا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q193,كيف صيغت العباره هنا؟,حاولت تعمل هويه وطنيه متوازنه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q194,ما الذي قيل في هذا الجزء؟,تستعمل الرموز الدينيه والتاريخيه,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q195,ما النص الحرفي المذكور في هذه الفقره؟,جالها ناس من كل حته،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q196,ماذا ورد في هذا الموضع من النص؟,عشان صوت واحد بس اللي يسود!,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q197,ما الجمله المذكوره في هذا السياق؟,اللي بناها المسلمين والهندوس سوا؟,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q198,كيف صيغت العباره هنا؟,محتاجه تمسح فصول معينه من تاريخها؟,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q199,ما الذي قيل في هذا الجزء؟,بيجيله 7 مليون انسان سنويا.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q200,ما النص الحرفي المذكور في هذه الفقره؟,اللي حكيتلك عنها،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q201,ماذا ورد في هذا الموضع من النص؟,كل سنه يوم 15 اغسطس.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q202,ما الجمله المذكوره في هذا السياق؟,"اهم درس بيعلمهولنا ""تاج محل""",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q203,كيف صيغت العباره هنا؟,يحفظ الحكايه ومعانيها،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q204,ما الذي قيل في هذا الجزء؟,تشوف الحلقات الجايه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q205,ما النص الحرفي المذكور في هذه الفقره؟,"ولو احنا علي الـ""يوتيوب""، نشترك علي القناه.",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q206,ماذا ورد في هذا الموضع من النص؟,- صرح كبير،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q207,ما الجمله المذكوره في هذا السياق؟,ويزوره ملايين الناس لما اموت،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q208,كيف صيغت العباره هنا؟,"- صرح ايه يا ""امل""؟!",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q209,ما الذي قيل في هذا الجزء؟,- ايه دا؟!,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q210,ما النص الحرفي المذكور في هذه الفقره؟,تبني اصرحه واضرحه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q211,ماذا ورد في هذا الموضع من النص؟,- هرم.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q212,ما الجمله المذكوره في هذا السياق؟,السلام عليكم ورحمه الله وبركاته،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q213,كيف صيغت العباره هنا؟,"من برنامج ""الدحيح""!",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q214,ما الذي قيل في هذا الجزء؟,تبقي ليله سعيده في حياته،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q215,ما النص الحرفي المذكور في هذه الفقره؟,بتتعب وبتتوفي بسبب مضاعفات الولاده.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q216,ماذا ورد في هذا الموضع من النص؟,"للدرجادي الست دي كانت كويسه؟!""",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q217,ما الجمله المذكوره في هذا السياق؟,"غيرلها اسمها الاصلي ""ارجمان مانو""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q218,كيف صيغت العباره هنا؟,من اهم قصص الحب في التاريخ.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q219,ما الذي قيل في هذا الجزء؟,"والحاج ""احمد السبكي""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q220,ما النص الحرفي المذكور في هذه الفقره؟,كملت لحد ما جيبنا اول مولود،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q221,ماذا ورد في هذا الموضع من النص؟,في تاريخ امبراطوريته،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q222,ما الجمله المذكوره في هذا السياق؟,انه من عجايب الدنيا السبعه الحديثه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q223,كيف صيغت العباره هنا؟,اول حاجه محتاجين نسالها هنا,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q224,ما الذي قيل في هذا الجزء؟,بانه يبنيلها صرح؟,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q225,ما النص الحرفي المذكور في هذه الفقره؟,محتاجين نرجع لثقافه البلد،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q226,ماذا ورد في هذا الموضع من النص؟,ان واحده من اكبر واقوي الدول المسلمه تاريخيا,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q227,ما الجمله المذكوره في هذا السياق؟,او The Mughals.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q228,كيف صيغت العباره هنا؟,"لـ""بنجلاديش"" و""افغانستان""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q229,ما الذي قيل في هذا الجزء؟,وصل لمئات الملايين.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q230,ما النص الحرفي المذكور في هذه الفقره؟,كان عنده 13 سنه، كان Teenager،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q231,ماذا ورد في هذا الموضع من النص؟,"وسيطرت علي ""الهند"" بالكامل.",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q232,ما الجمله المذكوره في هذا السياق؟,انت مشكلتك ان انت بتسرح،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q233,كيف صيغت العباره هنا؟,علي امبراطوريه مساحتها مهوله،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q234,ما الذي قيل في هذا الجزء؟,اغلبيه مش مسلمه اصلا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q235,ما النص الحرفي المذكور في هذه الفقره؟,بين التسامح الديني والعدل،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q236,ماذا ورد في هذا الموضع من النص؟,سوف تصبح مفتاح للاستقرار،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q237,ما الجمله المذكوره في هذا السياق؟,يقلل الصراعات الداخليه بين هذه الشعوب.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q238,كيف صيغت العباره هنا؟,زي ما انا وانت عارفين،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q239,ما الذي قيل في هذا الجزء؟,علي شويه رخاء اقتصادي،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q240,ما النص الحرفي المذكور في هذه الفقره؟,من علوم وفنون،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q241,ماذا ورد في هذا الموضع من النص؟,زي المنمنمات، عملنا عنها حلقه.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q242,ما الجمله المذكوره في هذا السياق؟,"ازدهر تحت حكم المغول في ""الهند""",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q243,كيف صيغت العباره هنا؟,ان بعض مؤرخين العماره الاسلاميه,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q244,ما الذي قيل في هذا الجزء؟,هي الاجمل علي الاطلاق,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q245,ما النص الحرفي المذكور في هذه الفقره؟,"في كل مدينه كبيره في ""الهند""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q246,ماذا ورد في هذا الموضع من النص؟,من الحجر الرملي الاحمر،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q247,ما الجمله المذكوره في هذا السياق؟,لحوالي 50 الف مصلي، دا استاد!,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q248,كيف صيغت العباره هنا؟,مع لون الحجر الرملي الاحمر,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q249,ما الذي قيل في هذا الجزء؟,اللي طولها بيوصل لحوالي 50 متر،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q250,ما النص الحرفي المذكور في هذه الفقره؟,والزخرفه اللي موجوده جوا المسجد كوم تاني،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q251,ماذا ورد في هذا الموضع من النص؟,ما بين التفاصيل الدقيقه والبساطه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q252,ما الجمله المذكوره في هذا السياق؟,متطعمه بالوان بسيطه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q253,كيف صيغت العباره هنا؟,من غير بهرجه، من غير تكلف،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q254,ما الذي قيل في هذا الجزء؟,كانت ساحره من بره ومن جوا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q255,ما النص الحرفي المذكور في هذه الفقره؟,بس من غير ما تخل بوظيفه المكان،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q256,ماذا ورد في هذا الموضع من النص؟,عشان نركز في العباده،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q257,ما الجمله المذكوره في هذا السياق؟,اختار انه يخلد ذكري حبيبته وزوجته بالعماره.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q258,كيف صيغت العباره هنا؟,في الجمال والروعه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q259,ما الذي قيل في هذا الجزء؟,واAsk You ان انت تفتح حوضك،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q260,ما النص الحرفي المذكور في هذه الفقره؟,ونرجع لقصه السلطان بعد موت حبيبته.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q261,ماذا ورد في هذا الموضع من النص؟,"""احنا، يا جماعه، هنبني مجمع ضخم.",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q262,ما الجمله المذكوره في هذا السياق؟,ومجموعه خانات،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q263,كيف صيغت العباره هنا؟,"اللي هيعدوا علينا.""",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q264,ما الذي قيل في هذا الجزء؟,كانت غريبه جدا وقتها،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q265,ما النص الحرفي المذكور في هذه الفقره؟,"ان السوق والخانات والـ""بازار"" دا",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q266,ماذا ورد في هذا الموضع من النص؟,جزء من حياه الناس اليوميه.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q267,ما الجمله المذكوره في هذا السياق؟,ايه الحب دا؟! يخرب بيته!,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q268,كيف صيغت العباره هنا؟,ش تقول (بيس كيك)!,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q269,ما الذي قيل في هذا الجزء؟,"""الاستاذيه"" دي كانت لقب،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q270,ما النص الحرفي المذكور في هذه الفقره؟,فكره شعريه عبقريه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q271,ماذا ورد في هذا الموضع من النص؟,"اللي موجود في ""القران""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q272,ما الجمله المذكوره في هذا السياق؟,"علي نهر ""يامونا""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q273,كيف صيغت العباره هنا؟,"اول ما تبص علي ""تاج محل"" هي السيمتريه،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q274,ما الذي قيل في هذا الجزء؟,نسخه صغيره من الجنه علي الارض،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q275,ما النص الحرفي المذكور في هذه الفقره؟,الموضوع كان له ابعاد صوفيه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q276,ماذا ورد في هذا الموضع من النص؟,رمز لاتحاد السما والارض،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q277,ما الجمله المذكوره في هذا السياق؟,في اجزاء المجمع التلاته،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q278,كيف صيغت العباره هنا؟,مقابر للعائله المالكه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q279,ما الذي قيل في هذا الجزء؟,اللي فيه ضريح ومسجد وخان للمسافرين.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q280,ما النص الحرفي المذكور في هذه الفقره؟,من بوابه المدخل الضخمه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q281,ماذا ورد في هذا الموضع من النص؟,هتلاقي مجري مائي مستقيم،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q282,ما الجمله المذكوره في هذا السياق؟,وبين الضريح اللي في الاخر،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q283,كيف صيغت العباره هنا؟,"اللي مذكورين في ""القران""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q284,ما الذي قيل في هذا الجزء؟,اشجار وورود وريحان وياسمين ونرجس،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q285,ما النص الحرفي المذكور في هذه الفقره؟,في الشعر الفارسي والشعر الصوفي.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q286,ماذا ورد في هذا الموضع من النص؟,عملوا حاجه اجمل،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q287,ما الجمله المذكوره في هذا السياق؟,زي ما تكون كدا، خريطه روحيه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q288,كيف صيغت العباره هنا؟,يوديك من بوابه الدنيا لقصر الاخره،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q289,ما الذي قيل في هذا الجزء؟,تاخدك من وقت للتاني بعيد عنها.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q290,ما النص الحرفي المذكور في هذه الفقره؟,هنلاحظ حاجه غريبه جدا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q291,ماذا ورد في هذا الموضع من النص؟,وانت داخل من المدخل،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q292,ما الجمله المذكوره في هذا السياق؟,اعلي من اللي حواليه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q293,كيف صيغت العباره هنا؟,ان هو عايم فوق الارض،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q294,ما الذي قيل في هذا الجزء؟,حصل فيضان، يفضل محمي.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q295,ما النص الحرفي المذكور في هذه الفقره؟,لما اقولك ان القصر ضخم,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q296,ماذا ورد في هذا الموضع من النص؟,متحاوطه بـ4 ماذن ارتفاعهم 40 متر،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q297,ما الجمله المذكوره في هذا السياق؟,دا رخام بييجي من محاجر مخصوصه,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q298,كيف صيغت العباره هنا؟,معموله بالحجر الرملي الاحمر.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q299,ما الذي قيل في هذا الجزء؟,صح! انا شايفها!,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q300,ما النص الحرفي المذكور في هذه الفقره؟,اهم مبني في العماره الاسلاميه.,Medium
